condition,brain_ID,starter_X,starter_Y
Ta1 Cre-ON,CBLK1870_1C,360.276,350.33225814997263
Ta1 Cre-ON,CBLK1870_1C,172.873,271.36319061197077
Ta1 Cre-ON,CBLK1870_1C,536.6089999999999,359.3326439165616
Ta1 Cre-ON,CBLK1870_1C,459.117,379.4287675512176
Ta1 Cre-ON,CBLK1870_1C,676.568,398.9041677110987
Ta1 Cre-ON,CBLK1870_1C,113.56900000000003,258.49975413197836
Ta1 Cre-ON,CBLK1870_1C,928.81,345.2800831046601
Ta1 Cre-ON,CBLK1870_1C,102.498,404.28892070532504
Ta1 Cre-ON,CBLK1870_1C,385.579,344.45018794481666
Ta1 Cre-ON,CBLK1870_1C,1325.757,301.614248380625
Ta1 Cre-ON,CBLK1870_1C,666.4860000000001,418.3608823290722
Ta1 Cre-ON,CBLK1870_1C,284.366,317.06495828501346
Ta1 Cre-ON,CBLK1870_1C,244.039,342.5991995299526
Ta1 Cre-ON,CBLK1870_1C,752.478,414.72881186486336
Ta1 Cre-ON,CBLK1870_1C,542.935,441.8092602073205
Ta1 Cre-ON,CBLK1870_1C,521.585,396.7707927595719
Ta1 Cre-ON,CBLK1870_1C,513.678,415.1248198573937
Ta1 Cre-ON,CBLK1870_1C,935.1360000000001,319.12561878875624
Ta1 Cre-ON,CBLK1870_1C,975.464,323.24411054707434
Ta1 Cre-ON,CBLK1870_1C,395.068,158.92024806792978
Ta1 Cre-ON,CBLK1870_1C,412.464,241.02812074796432
Ta1 Cre-ON,CBLK1870_1D,154.192,103.15922149688748
Ta1 Cre-ON,CBLK1870_1D,94.591,361.2097250112935
Ta1 Cre-ON,CBLK1870_1D,367.393,162.09797786343643
Ta1 Cre-ON,CBLK1870_1D,501.817,266.1007261559575
Ta1 Cre-ON,CBLK1870_1D,95.382,182.56428424685535
Ta1 Cre-ON,CBLK1870_1D,70.078,438.45163862243334
Ta1 Cre-ON,CBLK1870_1D,167.338,396.85790446528625
Ta1 Cre-ON,CBLK1870_1D,202.921,428.94565643588146
Ta1 Cre-ON,CBLK1870_1D,584.052,399.7584796364971
Ta1 Cre-ON,CBLK1870_1D,686.847,369.0044440372792
Ta1 Cre-ON,CBLK1870_1D,693.173,352.2625430653369
Ta1 Cre-ON,CBLK1870_1D,647.3110000000001,356.2612980641395
Ta1 Cre-ON,CBLK1870_1D,736.6630000000001,354.4385054488558
Ta1 Cre-ON,CBLK1870_1D,1043.466,300.4982734667477
Ta1 Cre-ON,CBLK1870_1D,824.434,319.60820974120315
Ta1 Cre-ON,CBLK1870_1D,821.2709999999998,278.14331548727336
Ta1 Cre-ON,CBLK1870_1D,1023.698,296.552524558782
Ta1 Cre-ON,CBLK1870_1D,856.854,138.16003532399017
Ta1 Cre-ON,CBLK1870_1D,937.508,213.71069759690704
Ta1 Cre-ON,CBLK1870_1D,864.761,214.9513900404691
Ta1 Cre-ON,CBLK1870_1D,891.646,420.39721845642293
Ta1 Cre-ON,CBLK1870_1D,1057.106,375.8767205701455
Ta1 Cre-ON,CBLK1870_1D,1205.368,378.2833835914562
Ta1 Cre-ON,CBLK1870_1D,1167.413,237.662091826692
Ta1 Cre-ON,CBLK1870_1D,1319.2329999999997,164.81148277967006
Ta1 Cre-ON,CBLK1870_1D,1313.3029999999999,219.76993458496045
Ta1 Cre-ON,CBLK1870_1D,1297.29,387.8528860190904
Ta1 Cre-ON,CBLK1870_1D,1213.6709999999998,134.4176233871953
Ta1 Cre-ON,CBLK1870_1D,104.37600000000002,439.7365758295024
Ta1 Cre-ON,CBLK1870_1D,37.658,508.2274974582984
Ta1 Cre-ON,CBLK1870_1D,318.367,418.18052468446086
Ta1 Cre-ON,CBLK1870_1D,19.472,326.6282120339346
Ta1 Cre-ON,CBLK1870_1D,383.998,363.8214127879158
Ta1 Cre-ON,CBLK1870_1D,293.855,318.8304517756439
Ta1 Cre-ON,CBLK1870_1D,198.177,427.9717998513368
Ta1 Cre-ON,CBLK1870_1D,164.966,396.0783295760054
Ta1 Cre-ON,CBLK1870_1D,358.695,375.0279346093481
Ta1 Cre-ON,CBLK1870_1D,586.2269999999999,401.75159878336774
Ta1 Cre-ON,CBLK1870_1D,690.603,367.2185809236766
Ta1 Cre-ON,CBLK1870_1D,737.256,352.3261356767432
Ta1 Cre-ON,CBLK1870_1D,741.21,512.4721655016141
Ta1 Cre-ON,CBLK1870_1D,821.864,417.57431531658153
Ta1 Cre-ON,CBLK1870_1D,717.488,434.0652717107578
Ta1 Cre-ON,CBLK1870_1D,658.974,447.7879271730159
Ta1 Cre-ON,CBLK1870_1D,930.985,198.13398588356208
Ta1 Cre-ON,CBLK1870_1D,1189.356,243.20409095178215
Ta1 Cre-ON,CBLK1870_1D,1209.124,190.37250211022484
Ta1 Cre-ON,CBLK1870_1D,1005.907,298.98605397848115
Ta1 Cre-ON,CBLK1870_1D,1021.721,194.1150409281358
Ta1 Cre-ON,CBLK1870_1D,1372.014,348.6312708990384
Ta1 Cre-ON,CBLK1870_1D,1314.2910000000002,219.9011996561779
Ta1 Cre-ON,CBLK1870_1D,210.235,473.8159197146821
Ta1 Cre-ON,CBLK1870_1D,166.053,465.6552907782931
Ta1 Cre-ON,CBLK1870_1D,224.271,375.3564505362326
Ta1 Cre-ON,CBLK1870_1D,421.953,305.96070999850224
Ta1 Cre-ON,CBLK1870_1D,429.86,433.56357808584704
Ta1 Cre-ON,CBLK1870_1D,274.087,185.32700288355508
Ta1 Cre-ON,CBLK1870_1D,394.27699999999993,269.0215133214303
Ta1 Cre-ON,CBLK1870_1D,9.983,187.01675330395383
Ta1 Cre-ON,CBLK1870_1D,558.5509999999999,460.6473863097089
Ta1 Cre-ON,CBLK1870_1D,661.346,399.84035532533017
Ta1 Cre-ON,CBLK1870_1D,656.602,318.1552096751854
Ta1 Cre-ON,CBLK1870_1D,528.504,340.87210125175505
Ta1 Cre-ON,CBLK1870_1D,829.574,496.06080999609975
Ta1 Cre-ON,CBLK1870_1D,1002.744,469.5693517027344
Ta1 Cre-ON,CBLK1870_1D,856.459,461.21620497768106
Ta1 Cre-ON,CBLK1870_1D,1050.978,490.2438465399698
Ta1 Cre-ON,CBLK1870_1D,665.893,130.05547233955383
Ta1 Cre-ON,CBLK1870_1D,255.603,306.72415711782185
Ta1 Cre-ON,CBLK1870_1D,108.231,257.09984868656323
Ta1 Cre-ON,CBLK1870_1D,139.07,393.6702798293184
Ta1 Cre-ON,CBLK1870_1D,433.221,432.8854527643088
Ta1 Cre-ON,CBLK1870_1D,427.883,383.47971005680654
Ta1 Cre-ON,CBLK1870_1D,529.888,340.4336201288875
Ta1 Cre-ON,CBLK1870_1D,706.616,328.2086425110038
Ta1 Cre-ON,CBLK1870_1D,665.1020000000001,128.56871654013435
Ta1 Cre-ON,CBLK1870_1D,503.793,400.3273729920643
Ta1 Cre-ON,CBLK1870_1D,599.867,241.75512450422855
Ta1 Cre-ON,CBLK1870_1D,913.589,452.6051799899052
Ta1 Cre-ON,CBLK1870_1D,842.423,269.4926723030123
Ta1 Cre-ON,CBLK1870_1D,1127.679,486.4959318946288
Ta1 Cre-ON,CBLK1870_1D,652.055,315.1112856813111
Ta1 Cre-ON,CBLK1870_1E,531.37,255.24831615840975
Ta1 Cre-ON,CBLK1870_1E,630.706,223.0095260917859
Ta1 Cre-ON,CBLK1870_1E,651.2639999999999,224.30485049371163
Ta1 Cre-ON,CBLK1870_1E,770.072,297.7887871420658
Ta1 Cre-ON,CBLK1870_1E,772.444,419.477109767431
Ta1 Cre-ON,CBLK1870_1E,579.7029999999999,327.98111218800244
Ta1 Cre-ON,CBLK1870_1E,823.446,282.57957961097895
Ta1 Cre-ON,CBLK1870_1E,708.9880000000002,351.00345137991405
Ta1 Cre-ON,CBLK1870_1E,884.53,257.9134002984498
Ta1 Cre-ON,CBLK1870_1E,792.0139999999999,182.51155050604396
Ta1 Cre-ON,CBLK1870_1E,732.71,317.6407850240752
Ta1 Cre-ON,CBLK1870_1E,573.773,171.25023292038472
Ta1 Cre-ON,CBLK1870_1E,1284.243,307.84047016486295
Ta1 Cre-ON,CBLK1870_1E,1179.867,353.5222323909866
Ta1 Cre-ON,CBLK1870_1E,1172.7499999999998,183.57273019899364
Ta1 Cre-ON,CBLK1870_1E,1043.071,298.1713431780299
Ta1 Cre-ON,CBLK1870_1E,1103.166,280.71340624848693
Ta1 Cre-ON,CBLK1870_1E,1084.386,161.13435573894316
Ta1 Cre-ON,CBLK1870_1E,1213.6709999999998,416.51692057985576
Ta1 Cre-ON,CBLK1870_1E,856.656,186.95227826679343
Ta1 Cre-ON,CBLK1870_1E,139.36599999999999,163.40380626397294
Ta1 Cre-ON,CBLK1870_1E,1115.966,322.14059101414546
Ta1 Cre-ON,CBLK1870_1E,820.4810000000001,359.8919100629581
Ta1 Cre-ON,CBLK1870_1E,546.196,235.43464388823784
Ta1 Cre-ON,CBLK1870_1E,988.609,248.3782304869141
Ta1 Cre-ON,CBLK1870_1E,553.313,211.5166029194162
Ta1 Cre-ON,CBLK1870_1E,746.35,324.40086261879327
Ta1 Cre-ON,CBLK1870_1E,1248.265,330.85999315799324
Ta1 Cre-ON,CBLK1870_1E,747.832,227.22643157769176
Ta1 Cre-ON,CBLK1870_1E,408.609,296.82641130461906
Ta1 Cre-ON,CBLK1870_1E,499.444,335.3169942945802
Ta1 Cre-ON,CBLK1870_1E,244.83,223.9756444580696
Ta1 Cre-ON,CBLK1870_1E,459.117,252.0520765206481
Ta1 Cre-ON,CBLK1870_1E,447.256,288.53477810213036
Ta1 Cre-ON,CBLK1870_1E,377.672,234.9669434719431
Ta1 Cre-ON,CBLK1870_1E,453.58199999999994,186.11140485261004
Ta1 Cre-ON,CBLK1870_1E,506.16600000000005,318.14974467574746
Ta1 Cre-ON,CBLK1870_1E,649.2879999999999,295.03007466537167
Ta1 Cre-ON,CBLK1870_1E,676.9629999999999,270.1565335913266
Ta1 Cre-ON,CBLK1870_1E,613.705,236.6746713000541
Ta1 Cre-ON,CBLK1870_1E,643.753,206.65502017873231
Ta1 Cre-ON,CBLK1870_1E,597.8899999999999,233.74196878508616
Ta1 Cre-ON,CBLK1870_1E,631.101,243.40206222942328
Ta1 Cre-ON,CBLK1870_1E,781.339,321.0760940867085
Ta1 Cre-ON,CBLK1870_1E,631.101,295.5900622294233
Ta1 Cre-ON,CBLK1870_1E,749.71,291.50022095331036
Ta1 Cre-ON,CBLK1870_1E,839.853,205.44913787186505
Ta1 Cre-ON,CBLK1870_1E,865.948,399.7098916664313
Ta1 Cre-ON,CBLK1870_1E,1133.609,362.2691152382654
Ta1 Cre-ON,CBLK1870_1E,773.6300000000001,275.95079884692655
Ta1 Cre-ON,CBLK1870_1E,768.292,322.1084914835715
Ta1 Cre-ON,CBLK1870_1E,966.963,263.83523891672047
Ta1 Cre-ON,CBLK1870_1E,1010.256,326.5505946326199
Ta1 Cre-ON,CBLK1870_1E,1024.489,395.33854277460927
Ta1 Cre-ON,CBLK1870_1E,984.162,391.6473208931517
Ta1 Cre-ON,CBLK1870_1E,1025.675,170.91465860860794
Ta1 Cre-ON,CBLK1870_1E,416.319,210.10511891062217
Ta1 Cre-ON,CBLK1870_1E,177.025,356.1551697071404
Ta1 Cre-ON,CBLK1870_1E,172.28,372.07151320428943
Ta1 Cre-ON,CBLK1870_1E,400.01,339.9231102131933
Ta1 Cre-ON,CBLK1870_1E,688.2310000000001,177.83053688512825
Ta1 Cre-ON,CBLK1870_1E,694.162,340.0456387206621
Ta1 Cre-ON,CBLK1870_1E,579.7029999999999,173.52268356927945
Ta1 Cre-ON,CBLK1870_1E,759.9899999999999,360.9676567285215
Ta1 Cre-ON,CBLK1870_1E,662.137,212.117404298172
Ta1 Cre-ON,CBLK1870_1E,635.45,243.79349466816913
Ta1 Cre-ON,CBLK1870_1E,585.041,303.95805967850254
Ta1 Cre-ON,CBLK1870_1E,421.953,263.4879421462205
Ta1 Cre-ON,CBLK1870_1E,553.6090000000002,132.62413496401598
Ta1 Cre-ON,CBLK1870_1E,1278.313,197.3054092594612
Ta1 Cre-ON,CBLK1870_1E,866.7379999999999,198.0683385701683
Ta1 Cre-ON,CBLK1870_1E,952.137,201.33180625776404
Ta1 Cre-ON,CBLK1870_1E,516.247,316.6514800412431
Ta1 Cre-OFF,CBLK1873_1B,470.286,273.72915971139815
Ta1 Cre-OFF,CBLK1873_1B,682.301,398.9740166876737
Ta1 Cre-OFF,CBLK1873_1B,707.2090000000001,417.1011981009201
Ta1 Cre-OFF,CBLK1873_1B,1050.187,402.2986620506311
Ta1 Cre-OFF,CBLK1873_1B,630.409,216.41737891022296
Ta1 Cre-OFF,CBLK1873_1B,881.762,193.1869760884415
Ta1 Cre-OFF,CBLK1873_1B,404.755,343.3160341972965
Ta1 Cre-OFF,CBLK1873_1B,335.961,149.66555857187305
Ta1 Cre-OFF,CBLK1873_1B,770.072,222.65289680041064
Ta1 Cre-OFF,CBLK1873_1B,25.798,234.26814170409853
Ta1 Cre-OFF,CBLK1873_1B,459.908,373.04212562897584
Ta1 Cre-OFF,CBLK1873_1B,121.87099999999998,286.14440539874056
Ta1 Cre-OFF,CBLK1873_1B,1038.524,140.76999014332975
