Neuron_ID,IPSC_amp,IPSC_freq
unlabeled,62.45726975624178,1.0489258222597968
unlabeled,45.227548830790184,0.10192936543583506
unlabeled,50.66687697803685,0.10814480589509352
unlabeled,58.86419581597156,0.2973982162115072
unlabeled,57.887330760651594,0.4325792235803741
unlabeled,48.47710187797211,0.5647567740772635
unlabeled,104.31656334098275,0.4542079118692458
unlabeled,71.09042261978797,0.030502317713989934
unlabeled,52.17054643191909,0.9805107467662771
unlabeled,53.5589675230613,0.47102967246615274
unlabeled,63.330001693938186,0.13518080432578572
unlabeled,61.32035610029871,0.4240963037886643
unlabeled,49.477420279567895,0.7017380834699827
unlabeled,47.693706147553776,1.0789596243695712
unlabeled,50.139633388687415,2.1100206756391944
unlabeled,59.945978295577774,0.052870677521711026
unlabeled,46.459285033265516,0.13457990641890077
unlabeled,51.0206864610995,0.41815899494444175
unlabeled,51.292398921278185,0.22830519838920668
unlabeled,47.462550774882715,0.716157359157722
unlabeled,90.84205609895167,0.030898449670287792
unlabeled,48.35435641950659,0.43978790847605076
unlabeled,58.39729917145987,0.2643542346744638
unlabeled,126.45203782687994,0.18958678980610522
unlabeled,92.48172119827433,0.3417902689462179
unlabeled,50.94280034535815,0.30520800205715
unlabeled,56.88251688693107,0.8762481298079648
unlabeled,46.192108854407266,0.2719437316969844
unlabeled,46.22177683331612,0.08701287293302992
unlabeled,67.59348600632818,0.10814480589509352
unlabeled,50.27833904590753,1.0453997903192374
unlabeled,49.24909953655826,0.4866516265279209
unlabeled,70.69173756953981,0.15620932048945588
unlabeled,63.802522580633735,0.8795772261594919
unlabeled,62.89737197386206,0.20519741007593228
unlabeled,53.13566606150327,0.6560770437921414
unlabeled,65.90851084406333,0.43978790847605076
unlabeled,52.777122311725854,0.15320491156922383
unlabeled,58.54103907407299,0.5746504916336401
unlabeled,49.83072911619474,0.7594151862209402
unlabeled,49.865377116459115,1.0441544751963592
unlabeled,49.77272834598865,1.7086841689971153
unlabeled,59.01478863679421,0.14899918210664015
unlabeled,46.705484309745486,0.2307084110038299
unlabeled,48.8632327455925,0.3460626165057449
unlabeled,46.79022485473592,0.26195017499393186
unlabeled,47.60164896170322,0.4037397192567024
unlabeled,78.31876669791373,0.04634767450543169
unlabeled,48.99821132087007,0.48064252292464565
unlabeled,45.643723802151534,0.5287084693489276
unlabeled,54.94562209330293,0.7076126661777167
unlabeled,79.4285966781577,0.49666398456247285
unlabeled,49.92326228423042,1.4275082930861975
unlabeled,62.24688344351473,0.2643533387395337
OP-derived,48.14619322477846,1.1295100294082043
OP-derived,47.48781410118706,0.24956441765991766
OP-derived,47.26277409248399,0.028323578864430474
OP-derived,47.61265216709738,0.6897220203968665
OP-derived,47.703151203686375,0.7483107072240573
OP-derived,48.14041251470375,0.3688007505418783
